Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
54047225,05/01/2022 12:50:13 AM,,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10452,1425 TOWNSEND AVENUE,TOWNSEND AVENUE,EAST  170 STREET,EAST  171 STREET,EAST  170 STREET,EAST  171 STREET,ADDRESS,BRONX,TOWNSEND AVENUE,,In Progress,,,,04 BRONX,2028430018,BRONX,1007380,245481,ONLINE,Unspecified,BRONX,,,,,,,,40.84043357320546,-73.91640666366692,"(40.84043357320546, -73.91640666366692)"
54045697,05/01/2022 12:50:29 AM,05/01/2022 01:55:54 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10001,BROADWAY,BROADWAY,BROADWAY,WEST   33 STREET,BROADWAY,WEST   33 STREET,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/01/2022 01:55:57 AM,05 MANHATTAN,,MANHATTAN,987564,212166,PHONE,Unspecified,MANHATTAN,,,,,,,,40.74902259948163,-73.98803942302837,"(40.74902259948163, -73.98803942302837)"
54045798,05/01/2022 12:50:36 AM,05/01/2022 01:41:56 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10468,202 WEST FORDHAM ROAD,WEST FORDHAM ROAD,OZZIE BROWN TRIANGLE,LANDING ROAD,OZZIE BROWN TRIANGLE,LANDING ROAD,ADDRESS,BRONX,WEST FORDHAM ROAD,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,05/01/2022 01:42:02 AM,07 BRONX,2032340059,BRONX,1009335,253554,ONLINE,Unspecified,BRONX,,,,,,,,40.8625862147404,-73.90931096421318,"(40.8625862147404, -73.90931096421318)"
54049378,05/01/2022 12:50:36 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11412,113-41 201 STREET,201 STREET,113 AVENUE,MURDOCK AVENUE,113 AVENUE,MURDOCK AVENUE,ADDRESS,SAINT ALBANS,201 STREET,,In Progress,,,,12 QUEENS,4109960028,QUEENS,1052427,194766,PHONE,Unspecified,QUEENS,,,,,,,,40.70100181400835,-73.75411890349004,"(40.70100181400835, -73.75411890349004)"
54047726,05/01/2022 12:50:48 AM,05/01/2022 01:06:59 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10301,20 CRESCENT AVENUE,CRESCENT AVENUE,DANIEL LOW TERRACE,WESTERVELT AVENUE,DANIEL LOW TERRACE,WESTERVELT AVENUE,ADDRESS,STATEN ISLAND,CRESCENT AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,05/01/2022 01:07:04 AM,01 STATEN ISLAND,,STATEN ISLAND,961279,173890,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.64393472261922,-74.08277421143448,"(40.64393472261922, -74.08277421143448)"
54046812,05/01/2022 12:50:52 AM,05/01/2022 01:49:13 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10001,885 6 AVENUE,6 AVENUE,WEST   31 STREET,WEST   32 STREET,WEST   31 STREET,WEST   32 STREET,ADDRESS,NEW YORK,AVENUE OF THE AMERICAS,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/01/2022 01:49:18 AM,05 MANHATTAN,1008077502,MANHATTAN,987308,211862,PHONE,Unspecified,MANHATTAN,,,,,,,,40.74818828826226,-73.98896349236394,"(40.74818828826226, -73.98896349236394)"
54046504,05/01/2022 12:51:09 AM,05/01/2022 01:14:21 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10462,1967 WALLACE AVENUE,WALLACE AVENUE,RHINELANDER AVENUE,BRONXDALE AVENUE,RHINELANDER AVENUE,BRONXDALE AVENUE,ADDRESS,BRONX,WALLACE AVENUE,,Closed,,The Police Department issued a summons in response to the complaint.,05/01/2022 01:14:26 AM,11 BRONX,2042600035,BRONX,1021667,248757,MOBILE,Unspecified,BRONX,,,,,,,,40.849376242677735,-73.86475429558357,"(40.849376242677735, -73.86475429558357)"
54046811,05/01/2022 12:51:10 AM,05/01/2022 01:54:24 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1546 JEROME AVENUE,JEROME AVENUE,GOBLE PLACE,EAST MT EDEN AVENUE,GOBLE PLACE,EAST MT EDEN AVENUE,ADDRESS,BRONX,JEROME AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/01/2022 01:54:28 AM,04 BRONX,2028460021,BRONX,1007677,246602,MOBILE,Unspecified,BRONX,,,,,,,,40.843509606445174,-73.91532937084969,"(40.843509606445174, -73.91532937084969)"
54049860,05/01/2022 12:51:16 AM,05/01/2022 01:24:27 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,665 FRANKLIN AVENUE,FRANKLIN AVENUE,ST MARKS AVENUE,PROSPECT PLACE,ST MARKS AVENUE,PROSPECT PLACE,ADDRESS,BROOKLYN,FRANKLIN AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/01/2022 01:24:30 AM,08 BROOKLYN,3012240011,BROOKLYN,996416,185455,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.675699530118614,-73.95613989003795,"(40.675699530118614, -73.95613989003795)"
54051008,05/01/2022 12:51:34 AM,05/01/2022 01:56:23 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10467,3225 BAINBRIDGE AVENUE,BAINBRIDGE AVENUE,EAST  207 STREET,VAN CORTLANDT AVENUE EAST,EAST  207 STREET,VAN CORTLANDT AVENUE EAST,ADDRESS,BRONX,BAINBRIDGE AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,05/01/2022 01:56:28 AM,07 BRONX,2033350154,BRONX,1017519,258663,ONLINE,Unspecified,BRONX,,,,,,,,40.876581797335604,-73.87969826478067,"(40.876581797335604, -73.87969826478067)"
54046152,05/01/2022 12:51:36 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,15 MARCY PLACE,MARCY PLACE,JEROME AVENUE,WALTON AVENUE,JEROME AVENUE,WALTON AVENUE,ADDRESS,BRONX,MARCY PLACE,,In Progress,,,,04 BRONX,2028410001,BRONX,1006916,244884,MOBILE,Unspecified,BRONX,,,,,,,,40.83879618577048,-73.918085606721,"(40.83879618577048, -73.918085606721)"
54046717,05/01/2022 12:51:40 AM,05/01/2022 01:37:50 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10027,237 WEST  127 STREET,WEST  127 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  127 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,05/01/2022 01:37:55 AM,10 MANHATTAN,1019330001,MANHATTAN,998191,234843,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.81125458328843,-73.94963840604012,"(40.81125458328843, -73.94963840604012)"
54048889,05/01/2022 12:51:59 AM,05/01/2022 01:46:04 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10468,3055 GOULDEN AVENUE,GOULDEN AVENUE,JEROME PARK RESERVOIR PATH,WEST  205 STREET,JEROME PARK RESERVOIR PATH,WEST  205 STREET,ADDRESS,BRONX,GOULDEN AVENUE,,Closed,,The Police Department reviewed your complaint and provided additional information below.,05/01/2022 01:46:10 AM,08 BRONX,,BRONX,1014047,259145,ONLINE,Unspecified,BRONX,,,,,,,,40.87791714182895,-73.8922509671114,"(40.87791714182895, -73.8922509671114)"
54053203,05/01/2022 12:52:05 AM,05/01/2022 01:26:35 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10032,265 FT WASHINGTON AVENUE,FT WASHINGTON AVENUE,WEST  171 STREET,WEST  172 STREET,WEST  171 STREET,WEST  172 STREET,ADDRESS,NEW YORK,FT WASHINGTON AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,05/01/2022 01:26:39 AM,12 MANHATTAN,,MANHATTAN,1000552,246827,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.84414319357358,-73.94108022230066,"(40.84414319357358, -73.94108022230066)"
54046091,05/01/2022 12:52:10 AM,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11211,195 BEDFORD AVENUE,BEDFORD AVENUE,NORTH    7 STREET,NORTH    6 STREET,NORTH    7 STREET,NORTH    6 STREET,ADDRESS,BROOKLYN,BEDFORD AVENUE,,In Progress,,,,01 BROOKLYN,3023280002,BROOKLYN,995851,200656,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.71742349418586,-73.95815061134515,"(40.71742349418586, -73.95815061134515)"
54051969,05/01/2022 12:52:11 AM,05/01/2022 01:53:35 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11208,32 HEMLOCK STREET,HEMLOCK STREET,JAMAICA AVENUE,ETNA STREET,JAMAICA AVENUE,ETNA STREET,ADDRESS,BROOKLYN,HEMLOCK STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/01/2022 01:53:37 AM,05 BROOKLYN,3041060056,BROOKLYN,1019637,190327,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.68900967842511,-73.87239947275344,"(40.68900967842511, -73.87239947275344)"
54046771,05/01/2022 12:52:15 AM,05/01/2022 01:56:04 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10467,3225 BAINBRIDGE AVENUE,BAINBRIDGE AVENUE,EAST  207 STREET,VAN CORTLANDT AVENUE EAST,EAST  207 STREET,VAN CORTLANDT AVENUE EAST,ADDRESS,BRONX,BAINBRIDGE AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,05/01/2022 01:56:10 AM,07 BRONX,2033350154,BRONX,1017519,258663,ONLINE,Unspecified,BRONX,,,,,,,,40.876581797335604,-73.87969826478067,"(40.876581797335604, -73.87969826478067)"
54053130,05/01/2022 12:52:30 AM,05/01/2022 01:26:37 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11420,123-24 135 STREET,135 STREET,ROCKAWAY BOULEVARD,SUTTER AVENUE,ROCKAWAY BOULEVARD,SUTTER AVENUE,ADDRESS,SOUTH OZONE PARK,135 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/01/2022 01:26:42 AM,10 QUEENS,4117580059,QUEENS,1038727,184970,ONLINE,Unspecified,QUEENS,,,,,,,,40.6742090544004,-73.80360712522604,"(40.6742090544004, -73.80360712522604)"
54050925,05/01/2022 12:52:31 AM,05/01/2022 01:37:31 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11377,39-89 50 STREET,50 STREET,39 AVENUE,SKILLMAN AVENUE,39 AVENUE,SKILLMAN AVENUE,ADDRESS,WOODSIDE,50 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/01/2022 01:37:35 AM,02 QUEENS,4001290070,QUEENS,1007990,211070,PHONE,Unspecified,QUEENS,,,,,,,,40.74598311023635,-73.9143237214231,"(40.74598311023635, -73.9143237214231)"
54050527,05/01/2022 12:52:31 AM,05/01/2022 01:11:15 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11385,75-01 60 LANE,60 LANE,75 AVENUE,ST FELIX AVENUE,75 AVENUE,ST FELIX AVENUE,ADDRESS,RIDGEWOOD,60 LANE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,05/01/2022 01:11:19 AM,05 QUEENS,4035850052,QUEENS,1013419,193726,ONLINE,Unspecified,QUEENS,,,,,,,,40.698361816717174,-73.89480596085944,"(40.698361816717174, -73.89480596085944)"
54050033,05/01/2022 12:53:03 AM,05/01/2022 12:55:13 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11379,82-11 ELIOT AVENUE,ELIOT AVENUE,82 STREET,83 STREET,82 STREET,83 STREET,ADDRESS,MIDDLE VILLAGE,ELIOT AVENUE,,Closed,,The Police Department reviewed your complaint and provided additional information below.,05/01/2022 12:55:19 AM,05 QUEENS,4029160030,QUEENS,1018264,203762,ONLINE,Unspecified,QUEENS,,,,,,,,40.72589092475251,-73.8772824427629,"(40.72589092475251, -73.8772824427629)"
54048258,05/01/2022 12:53:11 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11226,630 OCEAN AVENUE,OCEAN AVENUE,TENNIS COURT,ALBEMARLE ROAD,TENNIS COURT,ALBEMARLE ROAD,ADDRESS,BROOKLYN,OCEAN AVENUE,,In Progress,,,,14 BROOKLYN,3051000074,BROOKLYN,995199,175204,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.64756439030198,-73.96054398850201,"(40.64756439030198, -73.96054398850201)"
54052100,05/01/2022 12:53:25 AM,05/01/2022 01:04:00 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10034,ISHAM STREET,ISHAM STREET,ISHAM STREET,SEAMAN AVENUE,ISHAM STREET,SEAMAN AVENUE,INTERSECTION,,,,Closed,,The Police Department reviewed your complaint and provided additional information below.,05/01/2022 01:04:06 AM,12 MANHATTAN,,MANHATTAN,1006128,256207,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.86987642136505,-73.92089646547889,"(40.86987642136505, -73.92089646547889)"
54050401,05/01/2022 12:54:11 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11426,89-05 239 STREET,239 STREET,89 AVENUE,BRADDOCK AVENUE,89 AVENUE,BRADDOCK AVENUE,ADDRESS,BELLEROSE,239 STREET,,In Progress,,,,13 QUEENS,4079870026,QUEENS,1059471,204637,ONLINE,Unspecified,QUEENS,,,,,,,,40.728038147549135,-73.72860449942856,"(40.728038147549135, -73.72860449942856)"
54046147,05/01/2022 12:54:16 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10473,600 ZEREGA AVENUE,ZEREGA AVENUE,RANDALL AVENUE,SEWARD AVENUE,RANDALL AVENUE,SEWARD AVENUE,ADDRESS,BRONX,ZEREGA AVENUE,,In Progress,,,,09 BRONX,2035790001,BRONX,1027963,238246,MOBILE,Unspecified,BRONX,,,,,,,,40.820497705037454,-73.84206561894398,"(40.820497705037454, -73.84206561894398)"
54049331,05/01/2022 12:54:45 AM,,DOT,Department of Transportation,Street Sign - Damaged,Street Cleaning - ASP,Street,10452,950 WOODYCREST AVENUE,WOODYCREST AVENUE,WEST  162 STREET,WEST  163 STREET,WEST  162 STREET,WEST  163 STREET,ADDRESS,BRONX,WOODYCREST AVENUE,,In Progress,,,,04 BRONX,2025070001,BRONX,1003911,242179,PHONE,Unspecified,BRONX,,,,,,,,40.831378946066906,-73.9289535299807,"(40.831378946066906, -73.9289535299807)"
54053520,05/01/2022 12:54:55 AM,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11222,199 RICHARDSON STREET,RICHARDSON STREET,HUMBOLDT STREET,NORTH HENRY STREET,HUMBOLDT STREET,NORTH HENRY STREET,ADDRESS,BROOKLYN,RICHARDSON STREET,,In Progress,,,,01 BROOKLYN,3028310025,BROOKLYN,1000064,201227,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.71898422403084,-73.94295131872143,"(40.71898422403084, -73.94295131872143)"
54049418,05/01/2022 12:54:56 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10462,2059 ST RAYMOND AVENUE,ST RAYMOND AVENUE,OLMSTEAD AVENUE,ODELL STREET,OLMSTEAD AVENUE,ODELL STREET,ADDRESS,BRONX,ST RAYMOND AVENUE,,In Progress,,,,09 BRONX,2039437501,BRONX,1024309,244433,ONLINE,Unspecified,BRONX,,,,,,,,40.8374965535623,-73.85523049527997,"(40.8374965535623, -73.85523049527997)"
54049361,05/01/2022 12:55:02 AM,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11249,113 NORTH    3 STREET,NORTH    3 STREET,WYTHE AVENUE,BERRY STREET,WYTHE AVENUE,BERRY STREET,ADDRESS,BROOKLYN,NORTH    3 STREET,,In Progress,,,,01 BROOKLYN,3023500026,BROOKLYN,994840,200365,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.71662603700051,-73.96179814494636,"(40.71662603700051, -73.96179814494636)"
54051447,05/01/2022 12:55:05 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11226,2101 BEDFORD AVENUE,BEDFORD AVENUE,LENOX ROAD,CATON AVENUE,LENOX ROAD,CATON AVENUE,ADDRESS,BROOKLYN,BEDFORD AVENUE,,In Progress,,,,17 BROOKLYN,3050840010,BROOKLYN,996453,177071,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.652687260117354,-73.95602167469784,"(40.652687260117354, -73.95602167469784)"
54045596,05/01/2022 12:55:20 AM,05/01/2022 01:12:16 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11212,275 LIVONIA AVENUE,LIVONIA AVENUE,ROCKAWAY AVENUE,WATKINS STREET,ROCKAWAY AVENUE,WATKINS STREET,ADDRESS,BROOKLYN,LIVONIA AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/01/2022 01:12:19 AM,16 BROOKLYN,3035760001,BROOKLYN,1010260,180823,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.66295588047336,-73.90624825859281,"(40.66295588047336, -73.90624825859281)"
54046162,05/01/2022 12:55:23 AM,,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11372,89 STREET,89 STREET,37 AVENUE,NYCTA SUBWAY,37 AVENUE,NYCTA SUBWAY,BLOCKFACE,,,,In Progress,,,,Unspecified QUEENS,,QUEENS,,,ONLINE,Unspecified,QUEENS,,,,,,,,,,
54053539,05/01/2022 12:55:27 AM,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10462,2130 EAST TREMONT AVENUE,EAST TREMONT AVENUE,DOGWOOD DRIVE,ELM DRIVE,DOGWOOD DRIVE,ELM DRIVE,ADDRESS,BRONX,EAST TREMONT AVENUE,,In Progress,,,,09 BRONX,2039447501,BRONX,1024921,246262,PHONE,Unspecified,BRONX,,,,,,,,40.842513821687035,-73.85300769664423,"(40.842513821687035, -73.85300769664423)"
54050430,05/01/2022 12:55:28 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11357,14 AVENUE,14 AVENUE,14 AVENUE,CLINTONVILLE STREET,14 AVENUE,CLINTONVILLE STREET,INTERSECTION,,,,In Progress,,,,07 QUEENS,,QUEENS,1036441,226922,ONLINE,Unspecified,QUEENS,,,,,,,,40.7893704909857,-73.81152285585142,"(40.7893704909857, -73.81152285585142)"
54045595,05/01/2022 12:55:35 AM,05/01/2022 01:47:04 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10468,3034 GOULDEN AVENUE,GOULDEN AVENUE,JEROME PARK RESERVOIR PATH,WEST  205 STREET,JEROME PARK RESERVOIR PATH,WEST  205 STREET,ADDRESS,BRONX,GOULDEN AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,05/01/2022 01:47:10 AM,07 BRONX,2032510001,BRONX,1014040,259122,ONLINE,Unspecified,BRONX,,,,,,,,40.877854037625376,-73.89227638208924,"(40.877854037625376, -73.89227638208924)"
54049886,05/01/2022 12:55:38 AM,05/01/2022 12:57:59 AM,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,10034,269 DYCKMAN STREET,DYCKMAN STREET,PAYSON AVENUE,HENSHAW STREET,PAYSON AVENUE,HENSHAW STREET,ADDRESS,NEW YORK,DYCKMAN STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/01/2022 12:58:04 AM,12 MANHATTAN,1022552000,MANHATTAN,1003940,255093,PHONE,Inwood Hill Park,MANHATTAN,,,,,,,,40.86682398380518,-73.92881081177171,"(40.86682398380518, -73.92881081177171)"
54046072,05/01/2022 12:55:46 AM,,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11379,58-36 75 STREET,75 STREET,58 AVENUE,CALDWELL AVENUE,58 AVENUE,CALDWELL AVENUE,ADDRESS,MIDDLE VILLAGE,75 STREET,,In Progress,,,,05 QUEENS,4028210043,QUEENS,1015808,203628,MOBILE,Unspecified,QUEENS,,,,,,,,40.72553223051348,-73.88614395100893,"(40.72553223051348, -73.88614395100893)"
54052037,05/01/2022 12:55:47 AM,05/01/2022 01:59:30 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11368,58-09 WALDRON STREET,WALDRON STREET,108 STREET,SAULTELL AVENUE,108 STREET,SAULTELL AVENUE,ADDRESS,CORONA,WALDRON STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,05/01/2022 01:59:36 AM,04 QUEENS,4019660072,QUEENS,1025112,208619,ONLINE,Unspecified,QUEENS,,,,,,,,40.73919319543414,-73.85254640179096,"(40.73919319543414, -73.85254640179096)"
54052569,05/01/2022 12:55:53 AM,,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,11103,31-42 STEINWAY STREET,STEINWAY STREET,DEMETRIS KASTANAS WAY,JULIE WAGER WAY,DEMETRIS KASTANAS WAY,JULIE WAGER WAY,ADDRESS,ASTORIA,STEINWAY STREET,,In Progress,,,05/01/2022 12:55:54 AM,01 QUEENS,4006580058,QUEENS,1006978,216274,MOBILE,Unspecified,QUEENS,,,,,,,,40.7602694232978,-73.91795837855227,"(40.7602694232978, -73.91795837855227)"
54049975,05/01/2022 12:55:56 AM,05/01/2022 01:54:42 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11374,63-184 ALDERTON STREET,ALDERTON STREET,BOELSEN CRESCENT,ASQUITH CRESCENT,BOELSEN CRESCENT,ASQUITH CRESCENT,ADDRESS,REGO PARK,ALDERTON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/01/2022 01:54:47 AM,06 QUEENS,4031240032,QUEENS,1022763,203204,ONLINE,Unspecified,QUEENS,,,,,,,,40.724340908449086,-73.86105392505398,"(40.724340908449086, -73.86105392505398)"
54047186,05/01/2022 12:56:14 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11237,289 PALMETTO STREET,PALMETTO STREET,KNICKERBOCKER AVENUE,IRVING AVENUE,KNICKERBOCKER AVENUE,IRVING AVENUE,ADDRESS,BROOKLYN,PALMETTO STREET,,In Progress,,,,04 BROOKLYN,3033440160,BROOKLYN,1008176,193157,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69681577348322,-73.91371613636544,"(40.69681577348322, -73.91371613636544)"
54046381,05/01/2022 12:56:36 AM,05/01/2022 01:09:47 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11204,2143 72 STREET,72 STREET,21 AVENUE,BAY PARKWAY,21 AVENUE,BAY PARKWAY,ADDRESS,BROOKLYN,72 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/01/2022 01:09:51 AM,11 BROOKLYN,3061860060,BROOKLYN,987924,161747,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.61063376924746,-73.98676763278688,"(40.61063376924746, -73.98676763278688)"
54053120,05/01/2022 12:56:42 AM,05/01/2022 02:06:14 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11213,154 UTICA AVENUE,UTICA AVENUE,ST MARKS AVENUE,PROSPECT PLACE,ST MARKS AVENUE,PROSPECT PLACE,ADDRESS,BROOKLYN,UTICA AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,05/01/2022 02:06:11 AM,08 BROOKLYN,3013600054,BROOKLYN,1003480,184701,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.673617443827915,-73.93067535452244,"(40.673617443827915, -73.93067535452244)"
54053162,05/01/2022 12:56:45 AM,05/01/2022 01:31:47 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11363,236 STREET,236 STREET,236 STREET,HILLSIDE AVENUE,236 STREET,HILLSIDE AVENUE,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,05/01/2022 01:31:52 AM,11 QUEENS,,QUEENS,1053398,220602,PHONE,Unspecified,QUEENS,,,,,,,,40.77190742449045,-73.75035144789527,"(40.77190742449045, -73.75035144789527)"
54051369,05/01/2022 12:56:53 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11207,39 DE SALES PLACE,DE SALES PLACE,BROADWAY,BUSHWICK AVENUE,BROADWAY,BUSHWICK AVENUE,ADDRESS,BROOKLYN,DE SALES PLACE,,In Progress,,,,04 BROOKLYN,,BROOKLYN,1010725,187871,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.68229966951076,-73.90454450757841,"(40.68229966951076, -73.90454450757841)"
54048301,05/01/2022 12:57:10 AM,,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10473,66 SOUNDVIEW AVENUE,SOUNDVIEW AVENUE,HORIZON LANE,PUGSLEY AVENUE,HORIZON LANE,PUGSLEY AVENUE,ADDRESS,BRONX,SOUNDVIEW AVENUE,,In Progress,,,,09 BRONX,2034360100,BRONX,1025728,233121,MOBILE,Unspecified,BRONX,,,,,,,,40.80644180793378,-73.85017229355661,"(40.80644180793378, -73.85017229355661)"
54052099,05/01/2022 12:57:11 AM,05/01/2022 01:51:50 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10001,49 WEST   32 STREET,WEST   32 STREET,5 AVENUE,BROADWAY,5 AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST   32 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/01/2022 01:51:55 AM,05 MANHATTAN,1008340011,MANHATTAN,987894,211698,PHONE,Unspecified,MANHATTAN,,,,,,,,40.74773792745245,-73.98684867168224,"(40.74773792745245, -73.98684867168224)"
